,Account length,International plan,Voice mail plan,Number vmail messages,Total day charge,Total eve charge,Total night charge,Total intl charge,Customer service calls,Churn
3300,111,0,1,21,21.61,19.41,7.5,1.92,1,0
3301,84,0,0,0,47.6,17.19,7.06,2.81,0,1
3302,75,1,0,0,26.04,17.92,6.91,2.11,1,0
3303,114,0,1,26,23.31,13.23,11.14,3.11,2,0
3304,71,1,0,0,31.64,16.88,9.29,3.73,4,1
3305,58,0,1,22,38.1,20.3,7.84,3.11,2,0
3306,106,0,1,29,14.21,17.33,10.33,2.19,1,0
3307,172,0,0,0,34.66,19.89,7.23,4.81,4,0
3308,45,0,0,0,35.92,14.08,11.97,3.59,1,0
3309,100,1,0,0,37.3,19.18,11.49,3.24,4,0
3311,128,0,0,0,25.11,24.08,8.47,1.86,2,0
3312,181,0,0,0,39.08,12.27,11.81,3.83,2,0
3313,127,0,0,0,17.48,12.21,8.61,2.7,1,0
3314,89,0,0,0,30.38,19.86,5.94,2.46,1,0
3315,149,0,1,18,25.25,9.73,8.02,1.76,0,0
3316,103,0,1,29,27.9,18.62,9.91,3.32,0,0
3317,163,1,0,0,33.52,16.02,9.5,2.11,1,0
3318,52,0,0,0,21.23,25.54,8.66,3.13,2,0
3319,89,0,0,0,19.62,17.84,12.64,4.29,3,0
3320,122,1,0,0,23.8,16.69,5.4,2.62,4,1
3321,60,0,0,0,32.96,7.23,9.45,3.56,3,0
3322,62,0,0,0,54.59,22.57,8.12,3.11,4,1
3323,117,0,0,0,20.13,21.19,10.22,3.67,5,1
3324,159,0,0,0,28.87,16.8,8.72,3.13,1,0
3325,78,0,0,0,32.88,9.94,10.95,2.51,2,0
3326,96,0,0,0,18.12,24.21,8.05,4.02,1,0
3327,79,0,0,0,22.9,16.12,9.96,3.19,2,0
3328,192,0,1,36,26.55,18.32,12.56,2.67,2,0
3329,68,0,0,0,39.29,13.04,8.61,2.59,3,0
3330,28,0,0,0,30.74,24.55,8.64,3.81,2,0
3331,184,1,0,0,36.35,13.57,6.26,1.35,2,0
3332,74,0,1,25,39.85,22.6,10.86,3.7,0,0
